Wall time,Step,Value
1633539586.697407,0,0.2734000086784363
1633539727.8376625,1,0.36570000648498535
1633539869.0389361,2,0.43459999561309814
1633540010.265072,3,0.47999998927116394
1633540151.971086,4,0.5116999745368958
1633540293.331789,5,0.5774999856948853
1633540434.7129388,6,0.6055999994277954
1633540576.0452304,7,0.6409000158309937
1633540717.171003,8,0.6744999885559082
1633540858.199323,9,0.6693999767303467
1633540999.3928952,10,0.7062000036239624
1633541140.5986817,11,0.6924999952316284
1633541281.5814073,12,0.741100013256073
1633541422.6261365,13,0.7232999801635742
1633541563.5903158,14,0.7559999823570251
1633541704.938595,15,0.7594000101089478
1633541846.0138345,16,0.7831000089645386
1633541987.2119265,17,0.7867000102996826
1633542128.449991,18,0.7720000147819519
1633542269.2475064,19,0.7986000180244446
1633542410.4470878,20,0.795199990272522
1633542551.448535,21,0.8012999892234802
1633542692.5079856,22,0.8133000135421753
1633542833.8242095,23,0.8335000276565552
1633542974.965206,24,0.8300999999046326
1633543115.9492824,25,0.8238000273704529
1633543256.58609,26,0.8313999772071838
1633543397.405806,27,0.8425999879837036
1633543538.5583057,28,0.859499990940094
1633543679.9511912,29,0.861299991607666
1633543821.180508,30,0.8547000288963318
1633543961.9493332,31,0.8604000210762024
1633544102.9340193,32,0.8723999857902527
1633544244.0855632,33,0.8657000064849854
1633544384.8830442,34,0.8762999773025513
1633544525.8348172,35,0.8787000179290771
1633544667.2733083,36,0.8641999959945679
1633544808.3160427,37,0.8765000104904175
1633544949.217432,38,0.8851000070571899
1633545090.387687,39,0.8822000026702881
1633545231.1117592,40,0.8901000022888184
1633545372.2671893,41,0.8770999908447266
1633545513.3200653,42,0.881600022315979
1633545654.2887194,43,0.8831999897956848
1633545795.0225272,44,0.8919000029563904
1633545936.1182084,45,0.885200023651123
1633546076.8878021,46,0.8891000151634216
1633546217.8104627,47,0.8870999813079834
1633546358.5285408,48,0.8920000195503235
1633546499.4973462,49,0.8963000178337097
1633546640.6082451,50,0.8902000188827515
1633546781.4482074,51,0.8996000289916992
1633546922.5328891,52,0.8934999704360962
1633547063.4292176,53,0.8871999979019165
1633547204.1126301,54,0.8784999847412109
1633547344.9282477,55,0.8978000283241272
1633547485.886388,56,0.9006999731063843
1633547627.139366,57,0.9021000266075134
1633547768.3612394,58,0.8899000287055969
1633547909.134767,59,0.8986999988555908
1633548049.9967186,60,0.899399995803833
1633548191.055206,61,0.9057999849319458
1633548332.3003843,62,0.8932999968528748
1633548473.1302311,63,0.8977000117301941
1633548613.9432406,64,0.9104999899864197
1633548755.1043937,65,0.9018999934196472
1633548895.9208825,66,0.9021999835968018
1633549036.9509223,67,0.9054999947547913
1633549177.7894535,68,0.8991000056266785
1633549318.698909,69,0.8996999859809875
1633549459.4693382,70,0.9049999713897705
1633549600.7767777,71,0.9083999991416931
1633549741.8958201,72,0.9057000279426575
1633549882.6250958,73,0.8992999792098999
1633550023.5738533,74,0.8996000289916992
1633550164.3355768,75,0.9072999954223633
1633550305.2246826,76,0.8968999981880188
1633550446.1318913,77,0.8996000289916992
1633550587.105709,78,0.8989999890327454
1633550728.016459,79,0.8889999985694885
1633550869.0425115,80,0.8982999920845032
1633551009.9991083,81,0.9025999903678894
1633551150.9087555,82,0.9096999764442444
1633551291.6355941,83,0.9180999994277954
1633551432.8654969,84,0.9103999733924866
1633551573.7535322,85,0.909500002861023
1633551714.732541,86,0.9003000259399414
1633551855.6163137,87,0.9139000177383423
1633551996.2300344,88,0.9185000061988831
1633552137.442308,89,0.9122999906539917
1633552278.4313126,90,0.9099000096321106
1633552419.2828386,91,0.9003000259399414
1633552560.0534594,92,0.9092000126838684
1633552700.673056,93,0.9045000076293945
1633552841.6994839,94,0.914900004863739
1633552982.639874,95,0.9039000272750854
1633553123.6394105,96,0.9132000207901001
1633553264.320388,97,0.9143999814987183
1633553405.098029,98,0.9039000272750854
1633553546.040983,99,0.9096999764442444
1633553687.1779697,100,0.9118000268936157
1633553828.5548966,101,0.9093000292778015
1633553969.5251691,102,0.9074000120162964
1633554110.40707,103,0.9139000177383423
1633554251.3595045,104,0.909500002861023
1633554392.2961905,105,0.9090999960899353
1633554533.46689,106,0.9079999923706055
1633554674.4704733,107,0.9153000116348267
1633554815.2541611,108,0.9082000255584717
1633554956.3383858,109,0.9057000279426575
1633555097.350946,110,0.9070000052452087
1633555238.439582,111,0.9207000136375427
1633555379.7387724,112,0.9114000201225281
1633555520.6617017,113,0.9139999747276306
1633555661.6039932,114,0.9179999828338623
1633555802.7833617,115,0.9117000102996826
1633555943.7645383,116,0.9077000021934509
1633556084.669914,117,0.911899983882904
1633556225.4605405,118,0.9086999893188477
1633556366.8532617,119,0.9132999777793884
1633556508.0031292,120,0.9189000129699707
1633556648.996068,121,0.9114999771118164
1633556790.0243351,122,0.9139999747276306
1633556930.7984245,123,0.9121999740600586
1633557071.8181336,124,0.9078999757766724
1633557213.2115788,125,0.9186000227928162
1633557354.198281,126,0.9182999730110168
1633557495.3904881,127,0.9126999974250793
1633557636.3109832,128,0.9186000227928162
1633557777.3246675,129,0.9175000190734863
1633557918.2892401,130,0.9204000234603882
1633558059.4271371,131,0.9168000221252441
1633558200.5126815,132,0.9103000164031982
1633558341.4254174,133,0.9175999760627747
1633558482.4819274,134,0.9110000133514404
1633558623.5565763,135,0.9182000160217285
1633558764.4844964,136,0.9139999747276306
1633558905.468322,137,0.9157999753952026
1633559046.5549612,138,0.9133999943733215
1633559187.7364395,139,0.9182999730110168
1633559328.7762337,140,0.914900004863739
1633559469.7571373,141,0.9161999821662903
1633559611.0070078,142,0.9165999889373779
1633559752.0645218,143,0.9189000129699707
1633559893.271228,144,0.9136000275611877
1633560034.4435916,145,0.9111999869346619
1633560176.0389683,146,0.9186000227928162
1633560317.432223,147,0.9186000227928162
1633560458.5734065,148,0.9140999913215637
1633560599.709451,149,0.9194999933242798
1633560741.1078098,150,0.9199000000953674
1633560881.9914336,151,0.9240999817848206
1633561023.078316,152,0.9230999946594238
1633561164.0270195,153,0.9126999974250793
1633561305.0485477,154,0.9214000105857849
1633561446.2432353,155,0.9140999913215637
1633561587.3037918,156,0.925000011920929
1633561728.3557737,157,0.9165999889373779
1633561869.3971436,158,0.9271000027656555
1633562010.6310532,159,0.9215999841690063
1633562151.8427198,160,0.9154999852180481
1633562292.853845,161,0.9186999797821045
1633562433.6049616,162,0.9244999885559082
1633562574.7233596,163,0.9186999797821045
1633562715.878523,164,0.9235000014305115
1633562857.029845,165,0.9261000156402588
1633562997.8820915,166,0.91839998960495
1633563138.6735256,167,0.9253000020980835
