Wall time,Step,Value
1633446792.9436522,0,0.27070000767707825
1633447016.397074,1,0.3601999878883362
1633447242.5276442,2,0.42899999022483826
1633447466.555292,3,0.46369999647140503
1633447689.8618221,4,0.5231999754905701
1633447914.9714077,5,0.5892000198364258
1633448140.1775713,6,0.59579998254776
1633448363.378418,7,0.642300009727478
1633448587.2101746,8,0.6499999761581421
1633448813.3452072,9,0.6733999848365784
1633449036.7398355,10,0.7002000212669373
1633449260.6398618,11,0.6937000155448914
1633449486.3492203,12,0.738099992275238
1633449709.5814614,13,0.720300018787384
1633449932.8326187,14,0.7523000240325928
1633450159.0397818,15,0.7572000026702881
1633450382.1633945,16,0.7797999978065491
1633450605.4711742,17,0.7825999855995178
1633450831.2611208,18,0.7939000129699707
1633451054.849675,19,0.7896000146865845
1633451277.8246913,20,0.805899977684021
1633451502.94123,21,0.775600016117096
1633451726.9310486,22,0.819100022315979
1633451950.2308085,23,0.8338000178337097
1633452174.4204762,24,0.8395000100135803
1633452399.5125802,25,0.8342000246047974
1633452622.5544245,26,0.8198000192642212
1633452845.8733377,27,0.8440999984741211
1633453071.830473,28,0.8385999798774719
1633453294.6959865,29,0.8535000085830688
1633453518.2296603,30,0.8580999970436096
1633453744.1485853,31,0.8632000088691711
1633453967.44167,32,0.8575999736785889
1633454190.5422952,33,0.8748999834060669
1633454416.69063,34,0.8650000095367432
1633454639.5291882,35,0.8754000067710876
1633454862.8368807,36,0.879800021648407
1633455088.8582897,37,0.8762999773025513
1633455311.9036403,38,0.8831999897956848
1633455534.9870775,39,0.8747000098228455
1633455760.2438731,40,0.8862000107765198
1633455984.2778676,41,0.8769000172615051
1633456206.9377332,42,0.8809000253677368
1633456431.6780376,43,0.8751999735832214
1633456656.0177355,44,0.8841999769210815
1633456878.8708386,45,0.8907999992370605
1633457103.1575077,46,0.8891000151634216
1633457328.356131,47,0.8967000246047974
1633457551.4042506,48,0.8967999815940857
1633457773.9870863,49,0.8883000016212463
1633457998.2099552,50,0.8988999724388123
1633458221.479038,51,0.8974000215530396
1633458445.6537976,52,0.8999000191688538
1633458667.821237,53,0.8927000164985657
1633458890.7424695,54,0.8971999883651733
1633459115.920594,55,0.9036999940872192
1633459340.3391385,56,0.8964999914169312
1633459563.0441768,57,0.8934000134468079
1633459787.7714128,58,0.8931999802589417
1633460012.1874225,59,0.9023000001907349
1633460235.6560209,60,0.8909000158309937
1633460459.543589,61,0.9028000235557556
1633460684.758728,62,0.8978000283241272
1633460907.582783,63,0.8949000239372253
1633461129.7240112,64,0.9004999995231628
1633461355.3131104,65,0.8963000178337097
1633461578.2618327,66,0.8981000185012817
1633461799.9297402,67,0.9004999995231628
1633462025.453986,68,0.9078999757766724
1633462248.4028263,69,0.8942000269889832
1633462471.5394359,70,0.90420001745224
1633462697.3432477,71,0.901199996471405
1633462920.2030213,72,0.9031000137329102
1633463143.0364587,73,0.9067000150680542
1633463368.6237814,74,0.9057999849319458
1633463591.7778895,75,0.9079999923706055
1633463815.2127082,76,0.9039999842643738
1633464040.1543941,77,0.9000999927520752
1633464263.4616184,78,0.9078999757766724
1633464486.7042782,79,0.9071999788284302
1633464711.5117164,80,0.9110999703407288
1633464935.4943907,81,0.8794999718666077
1633465158.3145344,82,0.8988000154495239
1633465382.88398,83,0.9072999954223633
1633465607.0240974,84,0.910099983215332
1633465830.0334802,85,0.9075000286102295
1633466054.2765203,86,0.9103999733924866
1633466278.6332166,87,0.9110000133514404
1633466501.4965105,88,0.9099000096321106
1633466725.622967,89,0.9086999893188477
1633466949.693377,90,0.8986999988555908
1633467172.3468344,91,0.9128000140190125
1633467396.9335458,92,0.9071999788284302
1633467621.4522715,93,0.909500002861023
1633467844.4787447,94,0.9125000238418579
1633468068.809944,95,0.90829998254776
1633468293.1394188,96,0.9096999764442444
1633468516.1721244,97,0.9156000018119812
1633468740.7059627,98,0.9132999777793884
1633468965.1304638,99,0.9144999980926514
1633469188.140053,100,0.9115999937057495
1633469412.1757617,101,0.9009000062942505
1633469636.5443497,102,0.9075999855995178
1633469859.7435174,103,0.9143000245094299
1633470083.685371,104,0.909600019454956
1633470308.1627653,105,0.9126999974250793
1633470531.5197332,106,0.9129999876022339
1633470755.2218273,107,0.9133999943733215
1633470979.759804,108,0.9147999882698059
1633471203.6097612,109,0.9186000227928162
1633471427.160883,110,0.9122999906539917
1633471651.6328764,111,0.9147999882698059
1633471875.7956314,112,0.9158999919891357
1633472098.794661,113,0.9146000146865845
1633472323.0471246,114,0.9160000085830688
1633472547.3068154,115,0.9067999720573425
1633472770.2049453,116,0.9125000238418579
