Wall time,Step,Value
1633533159.345969,0,0.2858000099658966
1633533302.0578527,1,0.35679998993873596
1633533444.58916,2,0.4025999903678894
1633533587.0222743,3,0.48730000853538513
1633533729.2848115,4,0.5568000078201294
1633533871.847887,5,0.5723999738693237
1633534014.3122785,6,0.5892999768257141
1633534156.464308,7,0.6644999980926514
1633534299.031368,8,0.6818000078201294
1633534441.3342457,9,0.6995000243186951
1633534583.8592575,10,0.7013000249862671
1633534726.0771515,11,0.7110000252723694
1633534868.4381678,12,0.715499997138977
1633535010.6919682,13,0.7263000011444092
1633535153.0592258,14,0.7480999827384949
1633535295.2784185,15,0.7638000249862671
1633535437.3734055,16,0.774399995803833
1633535579.70206,17,0.777899980545044
1633535721.8635588,18,0.8055999875068665
1633535863.8856306,19,0.817300021648407
1633536005.9622746,20,0.8248999714851379
1633536148.0402944,21,0.8197000026702881
1633536290.072253,22,0.828499972820282
1633536432.0346675,23,0.8289999961853027
1633536574.282667,24,0.8226000070571899
1633536716.1275177,25,0.8446000218391418
1633536858.2901192,26,0.8499000072479248
1633537000.612216,27,0.8619999885559082
1633537142.5953958,28,0.867900013923645
1633537284.8665535,29,0.8537999987602234
1633537426.717833,30,0.8707000017166138
1633537568.5711334,31,0.8689000010490417
1633537710.238684,32,0.8769000172615051
1633537852.3347049,33,0.8791000247001648
1633537994.3364236,34,0.8669999837875366
1633538136.187946,35,0.8723999857902527
1633538277.9875047,36,0.8733999729156494
1633538419.7867312,37,0.8831999897956848
1633538561.8603415,38,0.8773999810218811
1633538703.664223,39,0.8705000281333923
1633538845.5456195,40,0.8808000087738037
1633538987.3853009,41,0.8881999850273132
1633539129.4206536,42,0.8833000063896179
1633539271.2104106,43,0.8913000226020813
1633539413.3204062,44,0.8906999826431274
1633539555.0622568,45,0.8808000087738037
1633539696.8671331,46,0.8962000012397766
1633539838.9487813,47,0.8952000141143799
1633539980.8579834,48,0.8828999996185303
1633540122.6131036,49,0.8920000195503235
1633540264.470548,50,0.8899000287055969
1633540406.2036157,51,0.8998000025749207
1633540548.2945192,52,0.8870999813079834
1633540690.2286267,53,0.892300009727478
1633540832.1070542,54,0.8934999704360962
1633540973.7420802,55,0.9016000032424927
1633541115.8782506,56,0.9054999947547913
1633541258.0648987,57,0.8896999955177307
1633541399.9029567,58,0.9053000211715698
1633541541.9530642,59,0.8921999931335449
1633541683.8970845,60,0.8953999876976013
1633541825.7770202,61,0.9017000198364258
1633541967.4708972,62,0.8913999795913696
1633542109.378781,63,0.8970000147819519
1633542251.5180361,64,0.9064000248908997
1633542393.7544754,65,0.9017000198364258
1633542535.4722424,66,0.9036999940872192
1633542677.3805656,67,0.8992999792098999
1633542819.409488,68,0.8998000025749207
1633542961.2850702,69,0.9046000242233276
1633543103.4347773,70,0.8986999988555908
1633543245.3566506,71,0.9049999713897705
1633543387.2597096,72,0.8949999809265137
1633543528.9192657,73,0.9072999954223633
1633543671.1451242,74,0.9129999876022339
1633543813.3834407,75,0.9025999903678894
1633543955.3473697,76,0.9096999764442444
1633544097.1104052,77,0.9121000170707703
1633544238.9611685,78,0.9075000286102295
1633544380.9143896,79,0.9031999707221985
1633544522.7957296,80,0.9049999713897705
1633544664.7999544,81,0.9078999757766724
1633544806.58219,82,0.9118000268936157
1633544948.273573,83,0.9083999991416931
1633545090.1833344,84,0.902899980545044
1633545232.100204,85,0.9070000052452087
1633545374.024047,86,0.9071000218391418
1633545516.1085448,87,0.9018999934196472
1633545657.7677958,88,0.9156000018119812
1633545800.3741136,89,0.9128999710083008
1633545942.4318361,90,0.9138000011444092
1633546084.36381,91,0.9129999876022339
1633546226.2944338,92,0.9103000164031982
1633546368.08227,93,0.9009000062942505
1633546510.1960964,94,0.9124000072479248
1633546652.1932387,95,0.9089999794960022
1633546794.1633687,96,0.9063000082969666
1633546936.2538238,97,0.9136999845504761
1633547077.758827,98,0.9157000184059143
1633547220.078566,99,0.906499981880188
1633547362.126281,100,0.9078999757766724
1633547504.1443925,101,0.9157999753952026
1633547646.3997521,102,0.9053999781608582
1633547788.091681,103,0.9175000190734863
1633547930.3093476,104,0.90829998254776
1633548072.3457863,105,0.9126999974250793
1633548214.3417811,106,0.9186000227928162
1633548356.5758917,107,0.909500002861023
1633548498.2936578,108,0.909600019454956
1633548640.3339126,109,0.9132999777793884
1633548782.525364,110,0.9168000221252441
1633548924.4238224,111,0.9146999716758728
1633549066.4342797,112,0.9136999845504761
1633549208.139207,113,0.91839998960495
1633549350.200219,114,0.9143999814987183
1633549492.347781,115,0.9085000157356262
1633549634.7327716,116,0.9100000262260437
1633549776.7392595,117,0.9193000197410583
1633549919.0516706,118,0.9172000288963318
1633550060.8899186,119,0.9162999987602234
1633550202.8548741,120,0.9153000116348267
1633550344.8236992,121,0.911300003528595
1633550486.9568107,122,0.9150000214576721
1633550628.768639,123,0.9168999791145325
1633550770.6251569,124,0.9207000136375427
1633550912.8827653,125,0.9175000190734863
1633551054.7772703,126,0.9187999963760376
1633551196.6584013,127,0.9161999821662903
1633551338.5112884,128,0.9150999784469604
1633551480.3977067,129,0.9182000160217285
1633551622.1915743,130,0.9197999835014343
1633551764.1055424,131,0.9207000136375427
1633551906.1292892,132,0.9182999730110168
1633552048.161004,133,0.9168999791145325
1633552190.2225952,134,0.919700026512146
1633552331.9992225,135,0.9186000227928162
1633552473.8579192,136,0.9197999835014343
1633552615.969625,137,0.9218999743461609
1633552758.3077796,138,0.9164000153541565
1633552900.3239949,139,0.9207000136375427
1633553042.263785,140,0.9208999872207642
1633553183.9370966,141,0.921500027179718
1633553326.0004187,142,0.9138000011444092
1633553468.1506672,143,0.9236999750137329
1633553610.5425663,144,0.9180999994277954
1633553752.4456453,145,0.9176999926567078
1633553894.2079985,146,0.9192000031471252
1633554035.92803,147,0.9142000079154968
1633554178.004037,148,0.9185000061988831
1633554319.9859629,149,0.9132000207901001
1633554461.9646375,150,0.9211999773979187
1633554603.9111948,151,0.9214000105857849
1633554745.7175052,152,0.9196000099182129
1633554887.609159,153,0.9211000204086304
1633555029.7836528,154,0.9212999939918518
1633555171.7821646,155,0.9232000112533569
1633555313.8200858,156,0.9204999804496765
1633555455.7848692,157,0.9211999773979187
1633555597.8340576,158,0.9139999747276306
1633555739.716705,159,0.9257000088691711
1633555882.132193,160,0.920199990272522
1633556024.1982553,161,0.9262999892234802
1633556166.4768667,162,0.9236999750137329
1633556308.4505506,163,0.9229999780654907
1633556450.2994785,164,0.9200000166893005
1633556592.2619236,165,0.9254999756813049
1633556734.2709644,166,0.9258999824523926
1633556876.3157465,167,0.9251000285148621
1633557018.3575659,168,0.9251999855041504
1633557160.4597511,169,0.9222999811172485
1633557302.4607968,170,0.9182000160217285
1633557444.5291753,171,0.9239000082015991
1633557586.7511923,172,0.9277999997138977
1633557729.1294663,173,0.9275000095367432
1633557870.9685395,174,0.9287999868392944
1633558013.185423,175,0.9261000156402588
1633558155.2145193,176,0.9291999936103821
1633558297.5599515,177,0.92330002784729
1633558439.823321,178,0.9276000261306763
1633558581.7149599,179,0.9279999732971191
1633558723.60227,180,0.9275000095367432
1633558865.7976162,181,0.9289000034332275
1633559007.8436935,182,0.9275000095367432
1633559149.8878758,183,0.929099977016449
1633559291.8531516,184,0.9312000274658203
1633559434.1972885,185,0.9304999709129333
1633559576.1569188,186,0.9284999966621399
1633559718.1906004,187,0.9297000169754028
1633559860.3307889,188,0.9294999837875366
1633560002.1882946,189,0.9289000034332275
1633560144.860352,190,0.9312000274658203
1633560286.6899035,191,0.9323999881744385
1633560429.087427,192,0.9340000152587891
1633560571.5610516,193,0.9337999820709229
1633560713.4712124,194,0.9336000084877014
1633560855.5549977,195,0.9312000274658203
1633560997.449101,196,0.9323999881744385
1633561139.5326374,197,0.9332000017166138
1633561281.8532774,198,0.9336000084877014
1633561423.7951276,199,0.933899998664856
1633561565.7216256,200,0.9336000084877014
1633561707.8026884,201,0.9337999820709229
1633561849.5598211,202,0.9340000152587891
1633561991.7417042,203,0.933899998664856
1633562133.8582537,204,0.9337000250816345
1633562275.7930193,205,0.9337999820709229
1633562417.8208773,206,0.933899998664856
1633562559.7564445,207,0.933899998664856
1633562702.010508,208,0.9337999820709229
1633562844.1996362,209,0.933899998664856
1633562986.1015542,210,0.9336000084877014
1633563128.067206,211,0.9337000250816345
1633563270.0082393,212,0.9332000017166138
1633563411.9987192,213,0.9336000084877014
1633563554.1050322,214,0.9340000152587891
1633563696.5886426,215,0.9333000183105469
1633563838.5650084,216,0.9336000084877014
1633563980.8293169,217,0.9333000183105469
1633564122.8246796,218,0.9333999752998352
1633564264.9665654,219,0.9337000250816345
1633564407.3529475,220,0.9337999820709229
1633564549.3867326,221,0.933899998664856
